Sample ID	Collection date	Geological location name	Latitude/Longtitude	Days since blooming	Air temperature (ËšC)	Humidity (%)	Rainfall (mm)	Sunlight (MJ/m^2)
omgseq_000116	2015-03-31 10:30:00	Fukuoka, Kurume, Japan	33.1946 N 130.3211 E	6	16.9	not collected	0.0	0.0
omgseq_000124	2015-04-02 10:20:00	Fukuoka, Kurume, Japan	33.1946 N 130.3211 E	8	17.2	not collected	0.0	0.0
omgseq_000132	2015-03-31 09:35:00	Oita, Yufu, Japan	33.2100 N 131.5400 E	4	13.2	not collected	0.0	0.4
omgseq_000141	2015-03-31 09:52:00	Oita, Yufu, Japan	33.2100 N 131.5400 E	4	13.2	not collected	0.0	0.4
omgseq_000159	2015-03-25 08:30:23	Kochi, Kochi, Japan	33.5715 N 133.5237 E	3	6.2	49.0	0.0	1.0
omgseq_000167	2015-03-25 09:00:37	Kochi, Kochi, Japan	33.5704 N 133.5600 E	3	9.4	29.0	0.0	1.0
omgseq_000175	2015-03-28 08:42:00	Kochi, Kochi, Japan	33.5715 N 133.5237 E	6	11.9	60.0	0.0	1.0
omgseq_000183	2015-03-28 09:19:18	Kochi, Kochi, Japan	33.5704 N 133.5600 E	6	14.0	50.0	0.0	1.0
omgseq_000191	2015-04-02 08:03:41	Kochi, Kochi, Japan	33.5715 N 133.5237 E	11	16.6	74.0	0.0	1.0
omgseq_000205	2015-04-02 08:03:57	Kochi, Kochi, Japan	33.5704 N 133.5600 E	11	16.6	74.0	0.0	1.0
omgseq_000213	2015-03-28 13:54:45	Kagawa, Takamatsu, Japan	34.3297 N 134.0445 E	2	18.6	34.0	0.0	1.0
omgseq_000221	2015-03-28 14:01:45	Kagawa, Takamatsu, Japan	34.3288 N 134.0426 E	2	20.3	31.0	0.0	1.0
omgseq_000230	2015-04-04 13:43:16	Kagawa, Takamatsu, Japan	34.3490 N 134.0515 E	7	17.9	67.0	0.0	0.0
omgseq_000248	2015-04-04 13:53:16	Kagawa, Takamatsu, Japan	34.3492 N 134.0510 E	7	17.9	67.0	0.0	0.0
omgseq_000256	2015-03-24 10:30:00	Nagasaki, Nagasaki, Japan	32.7723 N 129.8685 E	2	10.8	44.0	0.0	0.9
omgseq_000264	2015-03-24 10:30:00	Nagasaki, Nagasaki, Japan	32.7723 N 129.8685 E	8	10.8	44.0	0.0	0.9
omgseq_000272	2015-03-25 16:45:00	Nagasaki, Nagasaki, Japan	32.7727 N 129.8691 E	3	13.9	35.0	0.0	1.0
omgseq_000281	2015-03-25 16:45:00	Nagasaki, Nagasaki, Japan	32.7727 N 129.8691 E	8	13.9	35.0	0.0	1.0
omgseq_000299	2015-03-30 06:45:00	Fukuoka, Kasuya, Japan	33.7061 N 130.4372 E	4	not collected	not collected	not collected	not collected
omgseq_000302	2015-03-30 07:00:00	Fukuoka, Kasuya, Japan	33.7062 N 130.4372 E	3	not collected	not collected	not collected	not collected
omgseq_000311	2015-04-02 08:00:00	Saga, Saga, Japan	33.2544 N 130.3214 E	14	13.6	88.0	0.0	0.0
omgseq_000329	2015-04-02 08:05:00	Saga, Saga, Japan	33.2544 N 130.3214 E	14	13.6	88.0	0.0	0.0
omgseq_000353	2015-03-30 08:26:00	Kagoshima, Kagoshima, Japan	31.3257 N 130.3050 E	2	14.1	80.0	0.0	1.0
omgseq_000361	2015-03-30 08:41:00	Kagoshima, Kagoshima, Japan	31.3300 N 130.3047 E	2	14.1	80.0	0.0	1.0
omgseq_000370	2015-03-28 17:40:00	Ehime, Matsuyama, Japan	33.8449 N 132.7707 E	1	18.3	46.0	0.0	1.0
omgseq_000388	2015-03-28 18:06:00	Ehime, Matsuyama, Japan	33.8449 N 132.7707 E	1	17.4	50.0	0.0	1.0
omgseq_000396	2015-03-29 07:05:00	Ehime, Matsuyama, Japan	33.8483 N 132.7868 E	2	13.1	86.0	0.0	0.0
omgseq_000400	2015-03-29 07:11:00	Ehime, Matsuyama, Japan	33.8483 N 132.7868 E	2	13.1	86.0	0.0	0.0
omgseq_000418	2015-03-29 05:50:00	Wakayama, Wakayama, Japan	34.2212 N 135.1668 E	4	11.8	74.0	0.0	0.0
omgseq_000426	2015-03-29 06:05:00	Wakayama, Wakayama, Japan	34.2212 N 135.1668 E	not collected	12.1	73.0	0.0	0.0
omgseq_000434	2015-03-31 13:10:00	Kochi, Konan, Japan	33.3700 N 133.4300 E	4	not collected	not collected	not collected	not collected
omgseq_000442	2015-03-31 13:30:00	Kochi, Konan, Japan	33.3700 N 133.4300 E	not collected	not collected	not collected	not collected	not collected
omgseq_000451	2015-03-31 14:30:00	Kochi, Konan, Japan	33.3200 N 133.4100 E	not collected	not collected	not collected	not collected	not collected
omgseq_000469	2015-03-31 14:45:00	Kochi, Konan, Japan	33.3200 N 133.4100 E	not collected	not collected	not collected	not collected	not collected
omgseq_000477	2015-04-04 12:00:00	Hyogo, Himeji, Japan	34.0000 N 134.0000 E	7	22.1	58.0	0.0	1.0
omgseq_000485	2015-04-04 12:15:00	Hyogo, Himeji, Japan	34.0000 N 134.0000 E	7	22.1	58.0	0.0	1.0
omgseq_000493	2015-04-04 11:45:00	Wakayama, Wakayama, Japan	34.2287 N 135.1716 E	10	22.3	65.0	0.0	1.0
omgseq_000507	2015-04-04 12:00:00	Wakayama, Wakayama, Japan	34.2287 N 135.1716 E	8	21.5	59.0	0.0	0.8
omgseq_000515	2015-04-02 12:42:29	Fukuoka, Chikushino, Japan	33.5042 N 130.5690 E	not collected	21.1	not collected	0.0	0.3
omgseq_000523	2015-04-02 13:00:00	Fukuoka, Chikushino, Japan	33.5042 N 130.5690 E	4	23.8	not collected	0.0	0.8
omgseq_000531	2015-04-02 18:00:00	Fukuoka, Kasuya, Japan	33.6104 N 130.4844 E	not collected	not collected	not collected	not collected	not collected
omgseq_000540	2015-04-02 19:00:00	Fukuoka, Kasuya, Japan	33.6104 N 130.4844 E	not collected	not collected	not collected	not collected	not collected
omgseq_000558	2015-04-04 15:20:00	Tokushima, Tokushima, Japan	34.0852 N 134.5419 E	7	17.6	71.0	0.0	0.1
omgseq_000566	2015-04-04 15:06:00	Tokushima, Tokushima, Japan	34.0837 N 134.5421 E	7	17.6	71.0	0.0	0.1
omgseq_000574	2015-04-03 09:33:00	Kyoto, Kyoto, Japan	35.0388 N 135.7763 E	7	16.4	70.0	0.0	0.0
omgseq_000582	2015-04-03 09:41:00	Kyoto, Kyoto, Japan	35.0383 N 135.7766 E	7	16.4	70.0	0.0	0.0
omgseq_000591	2015-04-05 10:30:00	Tokushima, Tokushima, Japan	34.0722 N 134.5566 E	8	18.2	92.0	0.0	0.0
omgseq_000604	2015-04-05 10:50:00	Tokushima, Tokushima, Japan	34.0725 N 134.5562 E	8	18.2	92.0	0.0	0.0
omgseq_000612	2015-04-05 18:11:00	Wakayama, Wakayama, Japan	34.1852 N 135.1900 E	13	19.2	96.0	0.0	0.0
omgseq_000621	2015-04-05 18:44:00	Wakayama, Wakayama, Japan	34.1821 N 135.2123 E	13	19.2	96.0	0.0	0.0
omgseq_000639	2015-04-05 19:12:00	Wakayama, Kainan, Japan	34.1469 N 135.2111 E	23	19.5	96.0	0.0	0.0
omgseq_000647	2015-04-06 08:58:00	Wakayama, Kaiso, Japan	34.1652 N 135.2980 E	23	17.9	94.0	0.0	0.0
omgseq_000655	2015-03-29 17:31:42	Miyazaki, Miyazaki, Japan	31.8349 N 131.4067 E	10	18.3	69.0	0.0	0.8
omgseq_000663	2015-03-29 17:42:00	Miyazaki, Miyazaki, Japan	31.8349 N 131.4067 E	12	18.3	69.0	0.0	0.8
omgseq_000671	2015-03-29 18:31:46	Miyazaki, Miyazaki, Japan	31.7812 N 131.3743 E	5	17.5	71.0	0.0	0.7
omgseq_000680	2015-03-29 18:55:59	Miyazaki, Miyazaki, Japan	31.8148 N 131.3863 E	13	17.5	71.0	0.0	0.7
omgseq_000710	2015-03-29 13:49:00	Kumamoto, Kumamoto, Japan	32.8030 N 130.6993 E	not collected	21.8	47.0	0.0	0.8
omgseq_000728	2015-03-29 13:56:00	Kumamoto, Kumamoto, Japan	32.8030 N 130.6993 E	not collected	21.8	47.0	0.0	0.8
omgseq_000736	2015-04-02 20:40:00	Fukuoka, Iizuka, Japan	33.6507 N 130.6664 E	7	22.8	67.0	0.0	0.0
omgseq_000744	2015-04-02 20:56:00	Fukuoka, Iizuka, Japan	33.6507 N 130.6664 E	7	22.8	67.0	0.0	0.0
omgseq_000779	2015-03-31 12:45:00	Mie, Yokkaichi, Japan	34.9924 N 136.4858 E	3	17.9	59.0	0.0	1.0
omgseq_000787	2015-03-31 12:50:31	Mie, Yokkaichi, Japan	34.9872 N 136.4929 E	3	17.9	59.0	0.0	1.0
omgseq_000795	2015-04-09 11:39:00	Tokyo, Shinagawa, Japan	35.3740 N 139.4458 E	not collected	9.5	39.0	0.0	1.0
omgseq_000809	2015-04-04 18:45:00	Tokyo, Meguro, Japan	35.3838 N 139.4224 E	not collected	11.3	62.0	0.0	0.0
omgseq_000817	2015-04-04 17:42:00	Tokyo, Meguro, Japan	35.3860 N 139.4121 E	not collected	12.5	65.0	0.0	0.0
omgseq_000825	2015-04-04 17:54:00	Tokyo, Meguro, Japan	35.3945 N 139.4111 E	not collected	12.5	65.0	0.0	0.0
omgseq_000833	2015-04-04 18:26:00	Tokyo, Meguro, Japan	35.3845 N 139.4155 E	not collected	11.3	62.0	0.0	0.0
omgseq_000841	2015-04-04 17:04:00	Tokyo, Meguro, Japan	35.3756 N 139.4245 E	not collected	12.5	65.0	0.0	0.0
omgseq_000850	2015-04-05 19:30:00	Tokyo, Toshima, Japan	35.7233 N 139.7134 E	not collected	10.9	97.0	0.0	0.0
omgseq_000868	2015-04-05 11:00:00	Tokyo, Hachioji, Japan	35.6266 N 139.2292 E	not collected	9.7	not collected	0.0	0.0
omgseq_000876	2015-04-12 11:25:00	Tokyo, Hachioji, Japan	35.6258 N 139.2358 E	not collected	14.3	not collected	0.0	1.0
omgseq_000884	2015-04-12 12:45:00	Tokyo, Hachioji, Japan	35.6304 N 139.2554 E	not collected	15.8	not collected	0.0	1.0
omgseq_000892	2015-04-01 00:00:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	not collected	11.0	not collected	0.0	not collected
omgseq_000906	2015-04-01 00:00:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	not collected	11.0	not collected	0.0	not collected
omgseq_000914	2015-04-04 08:36:00	Kyoto, Kyoto, Japan	34.9329 N 135.7558 E	7	13.7	76.0	0.0	0.0
omgseq_000922	2015-04-04 08:36:00	Kyoto, Kyoto, Japan	34.9329 N 135.7558 E	7	13.7	76.0	0.0	0.0
omgseq_000931	2015-04-04 09:11:00	Kyoto, Kyoto, Japan	34.9280 N 135.7626 E	7	14.8	70.0	0.0	0.0
omgseq_000949	2015-04-04 09:11:00	Kyoto, Kyoto, Japan	34.9280 N 135.7626 E	7	14.8	70.0	0.0	0.0
omgseq_000957	2015-04-06 10:07:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	7	18.4	not collected	0.0	1.0
omgseq_000965	2015-04-06 10:07:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	7	18.4	not collected	0.0	1.0
omgseq_000973	2015-04-06 10:27:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	7	18.4	not collected	0.0	1.0
omgseq_000981	2015-04-06 10:27:00	Tokyo, Hachioji, Japan	35.6532 N 139.3026 E	7	18.4	not collected	0.0	1.0
omgseq_000990	2015-04-02 12:34:49	Kanagawa, Miura, Japan	35.2715 N 139.5858 E	4	13.9	not collected	0.0	1.0
omgseq_001007	2015-04-02 12:34:49	Kanagawa, Miura, Japan	35.2715 N 139.5858 E	4	13.9	not collected	0.0	1.0
omgseq_001015	2015-04-02 13:10:44	Kanagawa, Miura, Japan	35.2771 N 139.5737 E	not collected	14.8	not collected	0.0	1.0
omgseq_001023	2015-04-02 13:10:44	Kanagawa, Miura, Japan	35.2771 N 139.5737 E	not collected	14.8	not collected	0.0	1.0
omgseq_001031	2015-04-04 14:00:00	Tokyo, Shinjuku, Japan	35.6752 N 139.7150 E	6	13.2	60.0	0.0	0.0
omgseq_001058	2015-04-02 09:12:33	Aichi, Inuyama, Japan	35.2324 N 136.5728 E	11	10.9	not collected	0.0	0.0
omgseq_001066	2015-04-02 09:36:51	Aichi, Inuyama, Japan	35.2303 N 136.5726 E	11	10.9	not collected	0.0	0.0
omgseq_001074	2015-04-02 10:32:44	Gifu, Kagamihara, Japan	35.2325 N 136.5604 E	11	13.4	55.0	0.0	0.1
omgseq_001082	2015-04-02 10:42:42	Aichi, Inuyama, Japan	35.2317 N 136.5617 E	11	12.8	not collected	0.0	0.0
omgseq_001091	2015-04-07 13:00:00	Osaka, Suita, Japan	34.4970 N 135.3124 E	9	10.4	not collected	0.0	not collected
omgseq_001104	2015-04-09 12:00:00	Osaka, Suita, Japan	34.4960 N 135.3123 E	11	13.6	not collected	0.0	not collected
omgseq_001112	2015-04-03 04:00:00	Osaka, Suita, Japan	34.4960 N 135.3124 E	5	15.6	not collected	0.0	not collected
omgseq_001121	2015-04-03 12:00:00	Osaka, Suita, Japan	34.4970 N 135.3124 E	5	17.7	not collected	0.0	not collected
omgseq_001139	2015-04-02 16:50:00	Shizuoka, Mishima, Japan	35.1173 N 138.9378 E	7	14.8	54.0	0.0	0.0
omgseq_001147	2015-04-02 17:00:00	Shizuoka, Mishima, Japan	35.1173 N 138.9378 E	7	13.8	56.0	0.0	0.0
omgseq_001155	2015-04-02 17:30:00	Shizuoka, Mishima, Japan	35.1198 N 138.9372 E	7	13.8	56.0	0.0	0.0
omgseq_001163	2015-04-02 17:40:00	Shizuoka, Mishima, Japan	35.1198 N 138.9371 E	7	13.8	56.0	0.0	0.0
omgseq_001171	2015-04-06 15:20:00	Shizuoka, Mishima, Japan	35.1173 N 138.9378 E	11	23.0	63.0	0.0	0.3
omgseq_001180	2015-04-06 15:30:00	Shizuoka, Mishima, Japan	35.1173 N 138.9378 E	11	23.0	63.0	0.0	0.3
omgseq_001198	2015-04-06 15:40:00	Shizuoka, Mishima, Japan	35.1174 N 138.9386 E	11	23.0	63.0	0.0	0.3
omgseq_001201	2015-04-06 16:00:00	Shizuoka, Mishima, Japan	35.1143 N 138.9333 E	11	21.8	68.0	0.0	0.1
omgseq_001210	2015-04-06 16:30:00	Shizuoka, Mishima, Japan	35.1575 N 138.9283 E	11	21.8	68.0	0.0	0.1
omgseq_001228	2015-04-06 16:50:00	Shizuoka, Mishima, Japan	35.1510 N 138.9138 E	11	21.8	68.0	0.0	0.1
omgseq_001236	2015-03-28 19:15:00	Tokyo, Koto, Japan	35.6465 N 139.8167 E	5	16.3	39.0	0.0	0.0
omgseq_001244	2015-03-30 18:52:00	Tokyo, Koto, Japan	35.6465 N 139.8167 E	7	17.4	43.0	0.0	0.6
omgseq_001252	2015-03-30 11:55:00	Tokyo, Komae, Japan	35.6448 N 139.5670 E	7	21.2	29.0	0.0	1.0
omgseq_001261	2015-03-30 12:01:00	Tokyo, Komae, Japan	35.6453 N 139.5675 E	7	22.1	25.0	0.0	1.0
omgseq_001279	2015-03-30 14:12:00	Tokyo, Kiyose, Japan	35.7721 N 139.5118 E	7	20.4	not collected	0.0	1.0
omgseq_001287	2015-03-30 14:21:00	Tokyo, Kiyose, Japan	35.7718 N 139.5111 E	7	20.4	not collected	0.0	1.0
omgseq_001295	2015-03-30 16:15:00	Tokyo, Kita, Japan	35.7515 N 139.7378 E	7	20.6	35.0	0.0	1.0
omgseq_001309	2015-03-30 16:19:00	Tokyo, Kita, Japan	35.7512 N 139.7386 E	7	20.6	35.0	0.0	1.0
omgseq_001317	2015-03-30 15:27:00	Tokyo, Toshima, Japan	35.7369 N 139.7226 E	7	21.0	33.0	0.0	1.0
omgseq_001325	2015-03-30 15:38:00	Tokyo, Toshima, Japan	35.7362 N 139.7231 E	7	21.0	33.0	0.0	1.0
omgseq_001333	2015-04-06 17:30:00	Osaka, Suita, Japan	34.8194 N 135.5283 E	9	15.7	not collected	0.0	not collected
omgseq_001341	2015-04-06 17:35:00	Osaka, Suita, Japan	34.8194 N 135.5283 E	9	15.7	not collected	0.0	not collected
omgseq_001350	2015-04-02 12:00:00	Osaka, Suita, Japan	34.8182 N 135.5219 E	4	19.0	not collected	0.0	not collected
omgseq_001368	2015-04-02 20:00:00	Osaka, Suita, Japan	34.4960 N 135.3124 E	4	16.6	not collected	0.0	not collected
omgseq_001376	2015-04-03 10:00:00	Nara, Ikoma, Japan	34.7310 N 135.7328 E	2	19.2	70.0	0.0	0.0
omgseq_001384	2015-04-03 10:50:00	Nara, Ikoma, Japan	34.7310 N 135.7328 E	3	19.2	70.0	0.0	0.0
omgseq_001392	2015-04-07 13:12:00	Nara, Nara, Japan	34.6778 N 135.7622 E	4	9.2	76.0	0.0	0.0
omgseq_001406	2015-04-07 13:20:00	Nara, Nara, Japan	34.6778 N 135.7622 E	4	9.2	76.0	0.0	0.0
omgseq_001414	2015-04-02 07:32:36	Gifu, Gifu, Japan	35.2215 N 136.4359 E	8	9.9	75.0	0.0	1.0
omgseq_001422	2015-04-02 07:46:28	Gifu, Gifu, Japan	35.2215 N 136.4359 E	8	9.9	75.0	0.0	1.0
omgseq_001431	2015-04-04 15:31:00	Mie, Kuwana, Japan	35.0155 N 136.4416 E	11	16.1	not collected	0.0	0.0
omgseq_001449	2015-04-04 15:42:00	Mie, Kuwana, Japan	35.0155 N 136.4416 E	11	16.1	not collected	0.0	0.0
omgseq_001457	2015-04-06 20:57:00	Aichi, Nagakute, Japan	35.1029 N 137.0159 E	15	16.3	94.0	0.0	0.0
omgseq_001465	2015-04-06 00:00:00	Aichi, Nagakute, Japan	35.1030 N 137.0200 E	15	13.8	96.0	0.0	0.0
omgseq_001490	2015-04-05 17:05:06	Kyoto, Nantan, Japan	35.1058 N 135.4708 E	not collected	16.1	not collected	0.0	0.0
omgseq_001503	2015-04-05 17:05:03	Kyoto, Nantan, Japan	35.1054 N 135.4709 E	not collected	16.1	not collected	0.0	0.0
omgseq_001511	2015-04-12 16:57:23	Shiga, Koga, Japan	34.9367 N 136.2608 E	not collected	17.5	not collected	0.0	0.0
omgseq_001520	2015-04-12 16:57:26	Shiga, Koga, Japan	34.9367 N 136.2608 E	not collected	17.5	not collected	0.0	0.0
omgseq_001538	2015-04-12 17:19:30	Shiga, Koga, Japan	34.9548 N 136.3258 E	not collected	16.8	not collected	0.0	0.0
omgseq_001546	2015-04-12 17:31:51	Shiga, Koga, Japan	34.9548 N 136.3256 E	not collected	16.8	not collected	0.0	0.0
omgseq_001554	2015-04-02 07:36:11	Gifu, Gifu, Japan	35.2215 N 136.4359 E	8	9.9	75.0	0.0	1.0
omgseq_001562	2015-04-02 07:36:11	Gifu, Gifu, Japan	35.2215 N 136.4359 E	8	9.9	75.0	0.0	1.0
omgseq_001597	2015-04-05 16:06:00	Hyogo, Amagasaki, Japan	34.7639 N 135.4031 E	7	not collected	not collected	0.0	not collected
omgseq_001601	2015-04-05 16:09:00	Hyogo, Amagasaki, Japan	34.7639 N 135.4031 E	7	not collected	not collected	0.0	not collected
omgseq_001619	2015-04-06 08:40:00	Osaka, Sakai, Japan	34.5483 N 135.5028 E	12	16.3	not collected	0.0	0.0
omgseq_001627	2015-04-06 21:20:00	Osaka, Sakai, Japan	34.5482 N 135.5030 E	12	14.3	not collected	0.0	not collected
omgseq_001694	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001708	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001716	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001724	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001732	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001741	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
omgseq_001759	2015	Japan	not collected	not collected	not collected	not collected	not collected	not collected
